Title,initial
"Inner Approximation by Closed Sets.","2013"
"Countable Subadditivity of outer measure.","2013"
"Uniform Convergence of Differentiable Functions","2015"
"$f^2+(1+f')^2\leq 1 \implies f=0$","2014"
"Intro to Real Analysis","2014"
"Use of the mean value theorem to prove an inequality?","2016"
"Clarification about definition of bounded set of real numbers","2015"
"Functions not homogeneous of degree 1 but derivatives homogeneous of degree 0","2016"
"Convergence of a series implies convergence of sequence","2016"
"Monotone Functions","2015"
"Arbitrary Intersection of family of open sets","2013"
"Closed subsets of $\mathbb{R}$ characterization","2013"
"Prove that it is possible to divide integral area into two equal parts","2013"
"Can the Taylor remainder be bounded from below?","2013"
"proof continuity of a multivariable function","2013"
"Identification of points of discontinuity of a function","2011"
"Contrapositive and converse","2016"
"Taylor's theorem: $f'' + f = 0, f(0) = f'(0) = 0$.","2013"
"How is this an ascending sequence?","2013"
"limit of $n^{1/n}$ without L'hospital's rule","2014"
"How to prove $f'(a)>0$ means $f$ is increasing?","2015"
"Problem 23 chapter 5 PMA Rudin (point a)","2015"
"Relation between two sets of positive measure","2011"
"Real analyticity of a function","2011"
"Completeness Axiom","2011"
"$f$ is positive continuous function on $[0,1]$.","2015"
"Guidance on Proof of proposition involving subsequences","2011"
"If $\sum_n^\infty a_n$ diverges such that $a_n$ converges to 0. Prove that there exists a subsequence of $a_n$ such that $\sum_k a_{n_k}$ converges.","2015"
"Question 10 from N.L Carothers' ""Real Analysis"", Chapter 11.","2015"
"A function can be extended to a uniformly continuous function","2013"
"Prove the function $f:\mathbb{R} \rightarrow \mathbb{R}$ is continuous.","2013"
"Showing that addition is well defined on the rational numbers.","2015"
"Uniqueness of non terminating binary decimals in $[0,1]$","2014"
"Calculus exercise - differentiability and $C^1$ functions","2013"
"If a function $f:X \to Y$ is continuous on any compact subset $K \subseteq X$, is $f$ continuous?","2013"
"Show that $y=\sup (C)$","2013"
"Prove that $\alpha + \beta = \sup E$","2013"
"There exist a function such that $f\circ f(x)=e^x$?","2013"
"Is it true that $\alpha \beta = \sup(F)$?","2013"
"Examples of Intervals","2016"
"Convergence of $u_{n+1} =\sqrt{\sum_{k=0}^{n} u_k}$","2016"
"""less than $+\infty$"" is not bounded above?","2015"
"Sequences in $C(X)$","2013"
"Show $E= \cap_{\lambda \in \Lambda}E_{\lambda}$ is closed if each $E_{\lambda}$ is closed.","2013"
"Pointwise bounded subsequence convergence","2013"
"Equicontinuous collection","2013"
"Let $(f_n)\to f$ uniformly where $f$ is bounded. Show that $f_n$ is uniformly bounded","2013"
"proof that reals are uncountable","2014"
"Exhibit a bijection between $\mathbb{N}$ and all odd $\mathbb{Z}$ greater than 13.","2013"
"if a function $f$ is decreasing and the limit $\lim\limits_{x\to \infty} f(x)$ exists, then","2014"
"Problem on contraction map","2016"
"Unable to understand proof of the Interior Extremum Theorem","2016"
"Balzano intermediate theorem","2015"
"Proving that $\displaystyle\lim_{x\rightarrow0} f = L\in\mathbb{R}\Rightarrow L=0$ and $f$ has a limit at every point $c\in\mathbb{R}$","2014"
"A good Problems and Solutions book accompany Baby Rudin?","2013"
"criterion for vanishing.","2012"
"Let $f: [0,\infty] \to \mathbb{R}$ be continuous such that its limit tends to $0$ as $x \to \infty$. Prove that $f$ is uniformly continuous.","2015"
"Set of discontinuities","2011"
"Sequence of monotone functions converging to a continuous limit, is the convergence uniform?","2014"
"How is $U=\{x\in X | d(p,x)>r\} $ open?","2016"
"Real Analysis sets with same liminf and limsup","2016"
"What is the definition of real numbers?","2016"
"Is there a theorem in real analysis that a strictly increasing function must cross a certain value or have a horizontal asymptote smaller than that?","2014"
"Condition for $\displaystyle \lim_{x\to 0}f(x)=\lim_{n\to\infty}f\left(\frac{1}{n}\right)$?","2013"
"Prove there is a solution to the equation $f(x)=x$ for all $x\in \mathbb{R}$","2013"
"Is it possible to find a real number $a$ such that $f′(a)=0,f′′(a)=0,...,f^{(r)}(a)=0,f^{(r+1)}(a)≠0$","2014"
"Intersection of open dense subsets $G_n$ of $R^k$ n = 1,2... is not empty (more over its dense)","2014"
"Convergence of the tail of a sequence.","2014"
"Given S is non-empty and sup(S)=inf(S), prove that the set S has only one element.","2014"
"Repeating Decimal Proof","2013"
"Application of Weierstrass theorem","2014"
"Showing that $\lim\sup s_n = \lim\inf s_n =s$","2015"
"Interesting applications of Taylor's theorem","2014"
"$H\subseteq \cup_{n=1}^\infty G_n$ but there is no $m$ so that $H\subseteq \cup_{n=1}^m G_n$.","2016"
"Increasing in each point implies increasing.","2013"
"Rolle's Theorem Contradiction","2013"
"Comparing sequences","2011"
"analytic functions from subsets of $\mathbb{R}^p$","2013"
"Mapping two disjoint intervals into one interval","2013"
"compact set boundary condition prove","2013"
"Continuous map from $[0,1]$ to $[0,1].$","2013"
"Is it possible that all subseries converge to irrationals?","2013"
"Prove that exists a sequence such that $\lim_{n \rightarrow \infty}c_n= \infty$ and $ \sum_{n=1}^{\infty}c_n a_n < \infty $","2015"
"Showing that $f_n(x) = \frac{nx}{1+n^2x^2}$ does not converge uniformly","2016"
"Proof $\int \limits_{0}^{\infty}\left(\frac{\sin x}{x}\right)^2dx=\frac{\pi}{2}$ by definition","2016"
"Prove that $\int_{0}^{\infty} |\sin x^2|\,dx$ doesn't converge.","2014"
"Limit of sequence equals limit of convergent subsequences","2013"
"How can I visualize the discrete metric?","2014"
"Show $\frac{1}{|x-y|^{p}}-\frac{1}{|x|^{p}}\in L^{2}(\mathbb{R})$ for fixed real y","2014"
"If two continuous functions are equal almost everywhere on $[a,b]$, then they are equal everywhere on $[a,b]$","2013"
"Let $p,q$ be 2 complex numbers with $|p|<|q|$.","2013"
"bounded variation and quasicontiuity","2014"
"Question on measurable sets","2015"
"If $f:\mathbb R \to \mathbb R$ satisfies $f'(x) <L$ for some $L<1$, then $f$ has a unique fixed point","2015"
"Differentiability and uniform continuity","2014"
"Least positive integer","2014"
"Let $f$ be a differentiable function from a closed interval to $\mathbb{R}$. Then, is $f'$ bounded?","2014"
"Fourier Transform Goes to Zero","2014"
"How to evaluate the improper integral $(\sin(1/x))^2$ from 1 to infinity.","2015"
"Finding the limit of a sequence; difficult","2013"
"Can subsequences be finite?","2014"
"If $(p_n)$ is a convergent sequence in $\mathbb{R}$, then $A=\{p\} \cup \{p_n\mid n \in \mathbb N\}$ is compact.","2013"
"Trying to understand the concept of limsup and liminf of sets","2014"
"Meaning of ""occurs for infinitely many"" and ""all but finitely many""","2014"
"Lagrange/Cauchy mean value theorem","2014"
"Finding a function","2013"
"why $g_n$ is measurable in the proof of Fatou's Lemma","2013"
"Suppose $\lim \sup_{n \to \infty}a_n \le \rho$. Show $\lim \sup_{n \to \infty} a_n^{{(n-m)}/{n}} \le \rho$.","2015"
"$f'(x)=0 ,\forall x>0$ and $f'(x)=1 , \forall x \le 0$","2014"
"About the existence of a periodic function $f$ with exactly one singularity and matches with a sinusoid of same period?","2012"
"Continuity in two dimensions","2012"
"Proving a saddle point when Hessian matrix is null","2012"
"How I can find limit of a given problem?","2016"
"$\displaystyle f\colon [a,b] \rightarrow \mathbb R$ is a strictly monotone continuous function","2013"
"Is a (distance-preserving map) necessarily linear?","2013"
"Continuously Partially diff => continuously diff.?","2013"
"creating new sigma algebras from old sigma algebras","2015"
"question about existence of a positive integer","2014"
"Show that a collection of subsets of aset is a subset of the Borel sets","2015"
"Is the set of all real valued continuous functions on $\mathbb R$ with compact support complete?","2015"
"Sequence of functions having weak limit $1/2$","2015"
"Is $\frac{\sin x}{x}$ uniformly continuous on real line","2013"
"root of a odd degree polynomial","2015"
"Which of the following are Dense in $\mathbb{R}^2$?","2012"
"True or false: There exists a series $\sum_n a_n$ of non-negative terms that is convergent, such that $\sum (a_n)^{5/6} $ diverges.","2016"
"Differentiable manifolds in $\Bbb{R}^n$","2016"
"Limit Proof, Absolute Value","2013"
"approximation of a continuous function by polynomials over a strictly continuous monotone function","2014"
"Proving a limit with a constant","2013"
"Example of a function $f$ on $X$ to $\mathbb{R}$ which is not $X$-measurable but $|f|$, and $f^2$ are measurable.","2015"
"If $\int_t ^{t+1}f=1$, then showing $f(x+1)=f(x)$","2015"
"a convergent sequence in a metric space is bounded (PROOF)","2015"
"If $x$ is the limit point of a finite union then is $x$ a limit point of some set in the union?","2014"
"Show that the equation $6x^4-7x+1=0$ has at most 2 real roots.","2016"
"How would I express multiple intervals in this problem?","2013"
"Finding a differentiable function with a particular property","2015"
"modulus of continuity of a family of functions","2016"
"$\mathbb{Q}^2$ is dense in $\mathbb{R}^2$","2014"
"Uniqueness of the derivative of a function $f : \mathbb{R} \to \mathbb{R}$","2011"
"Show that x is an accumulation point of E iff ...","2016"
"injectivity of the function $f: \quad \mathbb{R}^2_+ \longrightarrow \mathbb{R}^2 \quad : (x,y)\quad \longmapsto \ (x^2-y^2, 2xy)$","2013"
"Prove $\left(1-\epsilon\right)^x\leqslant\left(1-\epsilon x\right)$ and $\left(1+\epsilon\right)^x\leqslant\left(1+\epsilon x\right)$","2014"
"Exact value of an infinite series","2016"
"$x+\dfrac{1}{y}=y+\dfrac{1}{z}=z+\dfrac{1}{x}$, prove that $xyz=1$","2016"
"Maximum Theorem and minimized value function","2013"
"If $f^2$ is differentiable, how pathological can $f$ be?","2013"
"Convergence in $L^{\infty}$","2015"
"Proving an irrational number in the cantor set","2014"
"Let $f=g$ on $[a,b]/E$ where $f\in \mathcal{R}[a,b]$ and continuous on $[a,b]$. Then $g\in\mathcal{R}[a,b]$ and $\displaystyle\int_a^b f=\int_a^bg$.","2015"
"$\lim_{x \to 0^+} ({\sqrt{x}})^x =1$","2014"
"Continuity of function of three variables","2012"
"Definition of Riemann integral over the whole $R^n$","2015"
"How do I shown that $x_{n+1}=x_n/2 + 1$ converges to $2$?","2015"
"Graph of continuous function has measure zero by Fubini","2014"
"Sequence of nested balls in Metric space $X$ is complete iff...","2013"
"Uniform continuity by passing to the extended real line","2013"
"With this function $f:(a,b)\to \mathbb R$, is that true $b-a\geq\pi$?","2013"
"A problem with equivalence of two definitions of essential supremum of a function","2014"
"Let $g: \mathbb{R} \rightarrow \mathbb{R}$ be a differentiable function satisfying $g'(x) > 0$ for all $x \neq 0$. Prove that $g$ is one-to-one.","2015"
"The set of convegence of sequences of measurable functions","2015"
"All finite sums bounded implies countable","2013"
"Continuity of Integral.","2015"
"$x_{n+1}\le x_n+\frac{1}{n^2}$ for all $n\ge 1$ then did $(x_n)$ converges?","2013"
"Nested intervals proofs","2013"
"An inequality with definite integrals","2012"
"Inverse image of continuous function","2012"
"problem about continuity and limits","2013"
"A question about Baby Rudin Theorem 2.27 (a)","2013"
"Find an open cover of the interval $(-1,1)$ that has no finite subcover","2015"
"Basic uniform convergence question","2016"
"Proof that all numbers between $0$ and $1$ lie between $1/(n+1)$ and $1/n$ for some natural number $n$","2015"
"Uniform and point wise convergence","2013"
"Sequences not in $l^p$","2013"
"convergence of $C_0^{\infty}$ sequence","2013"
"Proof of Heine-Borel in $\mathbb R^n$","2011"
"proof that an alternative definition of limit is equivalent to the usual one","2011"
"How is this approximation made?","2015"
"Proof of the convergence of a sequence","2013"
"An integrable Functions is almost everywhere finite","2013"
"If $A$ has a positive Lebesgue measure then there exist subsets which are not measurable","2013"
"Given $n_o \in \mathbb N$ , are there only finitely many rationals in the interval , such that denominator in reduced form does not exceed $n_o$?","2015"
"Derivative that doesn't care about countable subsets?","2015"
"Let $f: \mathbb R^k \rightarrow \mathbb R$ continuous and unbounded in both directions. Show $f(\mathbb R^k)=\mathbb R$","2014"
"Uniform continuity of Convolution with given conditions.","2015"
"regular Borel measure and regular signed measure","2016"
"How to prove this function is continuous?","2016"
"Given $\displaystyle f(x,y) = \frac{\sin (xy)}{x}$, $x \neq 0$, make $f(0,y)$ continuous.","2014"
"proving log x is continuous on $(a, \infty)$ wihtout using mvt","2016"
"How to prove Riemann integrable with partitions","2013"
"Differentiable almost every where","2015"
"Curves in $\mathbb{R}^2$ with the condition $x+y \in \mathbb{Q}$.","2016"
"Finding limits - function of three variables","2012"
"$S$-differentiable functions.","2016"
"$C^1$ functions on an open connected set and local Lipschitz continuity","2014"
"Cancelling maps whose derivative of all order are 0","2015"
"prove that $ a^2 b^2 \left( {a^2 + b^2 - 2} \right) \ge \left( {a + b} \right)\left( {ab - 1} \right) $","2014"
"Real Analysis - Show that $A \cap B$ = {sup A} if sup A = inf B and sup A $\in$ $A \cap B$","2014"
"Prove that if $f$ is continuous then we have a compact subset of R^2...","2014"
"Proving one expressions is greater than the other using limits?","2015"
"Extending a $k$-lipschitz function","2012"
"In a metric space, the closed ball $\bar{B}(x,r)$ is not always the closure of the open ball $B(x,r)$","2015"
"Is $ \{ \infty \} $ open or closed in $ \overline{ \mathbb R}$?","2012"
"How is the first expression here equal to the second expression?","2016"
"A continuous function $f:[0,\infty)\to [0,\infty)$ such that the integral from zero to infinity exists and $f$ is unbounded.","2015"
"What Does it Mean for a Function to have Finite Support?","2013"
"Intuition behind $f(x)=x^n$ does not converge uniformly on $(0,1)$","2016"
"Mean Value Theorem for Multiple Variables","2011"
"Find all real solutions of $\,(x^2+2)^3 = x^2 \cdot (x^4-2)^5$","2013"
"Disprove: for an upper semi-continuous function $g$, the set $\{x \in \mathbb{R}^n: g(x) \leq 0\}$ is closed","2011"
"How to find what a given series/sequence converges to","2011"
"A continuous function that is uniformly continuous on two sets, but not uniformly continuous on the union of these two sets?","2013"
"Proving any directional derivative exists at (0,0)","2014"
"Let $(x_n)$ be a bounded but not convergent sequence. Prove that $(x_n)$ has two subsequences converging to different limits.","2013"
"If $\lim_{x \to +\infty} f'(x) = L$, then $\lim_{x \to \infty} \frac {f(x)}{x} = L$","2013"
"If a function is almost everywhere continuous then it is the limit of step functions almost everywhere.","2013"
"Is the equation $x^2=x \sin x+ \cos x$ true?","2013"
"Squeeze fractions with $a^n+b^n=c^n+d^n$","2016"
"Monotone increasing function satisfying FTC is absolutely continuous?","2015"
"Construction of a function which is not the pointwise limit of a sequence of continuous functions","2013"
"Question in Analysis regarding $b$-nary expansions","2016"
"Prove without differentiation that $\log_{n+1}n$ is increasing","2016"
"proving derivative in real analysis","2011"
"Is Koch snowflake a continuous curve?","2012"
"Sequence of differentiable functions that converges pointwise.","2014"
"Dealing with collection of simple or step functions as a function space","2011"
"Uniform convergence","2013"
"Why is $||f||_2\leq\sqrt{2}||f||_{\infty}$?","2015"
"$R^n$ can be decomposed into a union of countable disjoint closed balls and a null set","2011"
"A subset of $\mathbb{R}$ that neither is an $F_\sigma$ set nor a $G_\delta$ set","2015"
"Well defined measure","2015"
"Question about proof of Royden's Proposition 4.14","2015"
"Tonelli and Fubini and almost everywhere","2015"
"Limit of $\frac{f(x)}{x}$ when $f'(x)$ tends to infinity","2015"
"Euclidean space","2013"
"$\Sigma_{k=m+1}^{\infty}\frac{1}{10^k} \leq \frac{1}{10^m}$","2014"
"sequence$\frac{A}{B}\rightarrow \alpha\neq 0$, show if A is summable, B is summable.","2014"
"Unit vectors in $\Bbb R^n$","2014"
"Logical doubt about proof of sequential characterisation of compactness","2015"
"A lower estimate of the derivative of a distance function","2016"
"How to intuitively think of this definition","2016"
"Similar question to Fundamental theorem of calculus","2011"
"convergence of a function serie to norm 2","2013"
"a problem on roots of a real polynomial $p$ that has no roots in the open unit disc and $p(-1)=0$","2013"
"Do the algebraic real numbers form a complete field?","2015"
"Cluster Points and Subsets","2013"
"Elementary Real Analysis: Cauchy sequences and definition of the real numbers.","2014"
"the limit of a impropre integral","2014"
"continuity and convexity","2015"
"Calculating Dini derivatives","2011"
"Proof of Chain Rule with Partial Derivatives","2013"
"Real functions of n variables","2011"
"Find the $\inf$ and $\sup$ of $\frac{\sin(x)}{x}$ where $0<x<\pi/2$.","2016"
"Proof of natural log","2015"
"Help showing an inequality holds over a sequence.","2015"
"A continuous function on a sphere attains the same value at some pair of antipodal points","2014"
"differentiation of double integral","2015"
"Max and min on compact interval","2013"
"Stieltjes Integral","2013"
"Let E be a set of real numbers. Show that x is not an upper bound of E if and only if there exists a number e∈ E such that e > x","2014"
"Proving ratio of subsequent terms in sequence <1, then limit of sequence tends to 0","2014"
"How to calculate this integral using dominated convergence theorem?","2016"
"How to evaluate $ \lim_{n\to\infty}\int_0^1(1+nx^2)(1+x^2)^{-n}dx $?","2014"
"Continuously differentiable map from $\mathbb{R}^{m+n}$ to $\mathbb{R}^n$","2014"
"The maximum of a function of a single variable where all derivatives $f^{(n)}=0$ for $n\le 2$?","2011"
"Theorem of perturbation of the identity","2013"
"Question on uniformly convergent subsequence","2015"
"Finding power series with radius of convergence $r$","2016"
"Question about the definition of a limit of sequence of sets","2015"
"question about algebras and sigma algebras","2015"
"Find the limits and find an interval on which convergent is uniform and another where it is not","2013"
"Hölder 1/2 condition for curve","2013"
"Is the boundary of a convex set differentiable almost everywhere?","2016"
"Sufficient and necessary condition for continuously differentiable","2012"
"Prove that $\lim_{n\rightarrow\infty} \frac{1}{n}\sum_{k = 1}^{n}{f(\frac{k}{n}) }$ $=\int_0^1 f(x)dx.$","2014"
"Limit of an integrable function on [0,1]","2016"
"Function Convergence","2013"
"Q: Heine-Borel Theorem From Rudin's PMA 3rd","2013"
"Examples of functions in a Lebesgue integral","2013"
"Inequality $|f(1)-f(0)|\le g(1)-g(0)$ if $|f(t)|\le g'(t)$","2012"
"Can you get the behaviour of this function when $\rho\to0$?","2016"
"At which points the given function $f$ is not differentiable?","2013"
"Bounded above and denumerable sets","2013"
"What are examples of functions that are $L^1$ but not $L^2$ and vice versa?","2014"
"Operator such as $-1$ is the identity element","2014"
"Limit Set of All Real Numbers","2014"
"Theorem of S. Bernstein","2013"
"Help proving that $\lim_{x \rightarrow \infty} f(x)=L$ and that $\lim_{x \rightarrow \infty}f'(x)=0$","2015"
"Let $f : (1, +\infty) \rightarrow \mathbb{R}$ be differentiable s.t $|f'(x)| ≤ 1/x$ for all $x > 1$. Show that $(f(x + \sqrt{x}) - f(x)) = 0$","2016"
"Convergence of a Series","2011"
"What are the integrals defined for $\mathbb{R}^n$?","2011"
"Using the Partial Summation Formula","2011"
"How to show that $\psi(x,y)=g(x)+y$ is a diffeomorphism?","2015"
"limit of function and limit of sequence","2011"
"What is the point of nuking this mosquito in Real Analysis by Shakarchi and Stein?","2013"
"Is there a specific and useful strategy for this kind of general setup of a problem?","2015"
"Express $C$ in terms of the sets $A_n$.","2015"
"$f'(t)\rightarrow b$ as $t\rightarrow +\infty$ $\Rightarrow f (t)/t\rightarrow b $ using Mean Value Theorem","2015"
"Help with Convergent Series and using the right convergent tests","2014"
"$\displaystyle f \colon \mathbb R \rightarrow \mathbb R$ be a function such that $\displaystyle f(x+y)=\displaystyle f(x)\displaystyle f(y)$","2013"
"Is this proof defective?","2015"
"$\mathbb{R}$ is a countable union of closed sets, then at least one of them has nonempty interior","2015"
"Hint for $\sum\limits_{l\text{ odd}}\dbinom{n}{l} = \dbinom{n}{l} + \dbinom{n}{3} + ... = 2^{n-1}$","2016"
"equicontinuity question","2014"
"limit of an integrand whose integral is convergent","2013"
"Real-Analysis Real -numbers","2013"
"convex function proof","2012"
"Proof that a least upper bound and a greatest upper bound exist","2013"
"A proof question about continuity and norm","2013"
"Differentiable function of two variables","2012"
"Why is $S = \{ x \in \mathbb{Q} | 2 < x^2 < 3 \}$ closed in $\mathbb{Q}$?","2015"
"Show the sequence converges and find its limit","2016"
"Can the open unit disk be expressed as the union of a countable collection of closed squares?","2016"
"Diffeomorphisms but not of class $C^1$","2014"
"Sequence Convergence in $\mathbb{R}^n$","2014"
"Prove the uniformly continuity of a function with a certain property","2014"
"Prove $\int_A {\cos nxdx} \to 0$ as $n \to \infty $ on any measurable subset $A$ of $[0,2\pi]$","2015"
"Uniformly convergent","2013"
"which of the set is open or closed","2012"
"Optimal condition for summability against $1/x$","2014"
"Finding $\lim_{x\rightarrow 0}\frac{10^x-2^x-5^x+1}{x\tan(x)}= $?","2014"
"Computing lebesgue integral of a piecewise function","2011"
"Every real number lies between 2 consecutive integers","2013"
"Showing the limit of a sup","2013"
"Existence of $x \in E$ such that $\sup(E)-\epsilon<x\le \sup(E)$","2013"
"Prove that $\lim_{n\to \infty} \left(1+a_n(x/n)\right)^n=1$ given that $\lim_{n\to \infty} a_n = 0$.","2015"
"In mean value theorem, does the mean value vary continuously?","2012"
"An alternative method for a question in Baby Rudin chapter 1 exercise 16","2013"
"A system of linear equations - extending the argument to a system of nonlinear equations","2011"
"Does such a function exist? What is a good example?","2011"
"$\lim \frac{x_{n+1}-x_n}{y_{n+1}-y_n}=a$ $\implies$ $\lim\frac{x_n}{y_n}=a$","2013"
"Convergence of $\sum_{n=1}^\infty \frac{\mathrm{ln}(n)}{n^x}$ for $x>1$","2013"
"$\limsup \frac{c_{n+1}}{c_n} \geqslant \limsup \sqrt[n]{c_n}$","2015"
"Rational number arbitrarily close to a square root of 2","2014"
"Estimates and convenient decomposition of the sphere $S^{n-1}$","2016"
"The measure of the diagonal of a unit square in an alternative measure.","2013"
"Taylor approximation of Gaussian pdf around the origin","2014"
"Let $f,g : [a,b] \rightarrow \mathbb{R}$, continuous on $[a,b]$ and differentiable on (a,b). Show that there exists $\phi$ s.t $f'(\phi) = g'(\phi)$","2016"
"Real numbers via equivalence classes of Cauchy sequences and the Completeness Axiom","2014"
"Prove lim sup |sn| = 0 if and only if lim sn = 0.","2014"
"If f is measurable, then the inverse image is also measurable...","2013"
"I think the answer to this question is wrong: Consider $s,t \in \Bbb Q$. Show: $s \leq t$ if and only if $s^* \subseteq t^*$","2014"
"How to prove $\sup{|x_{n}-y_{n}|} \le \sup{|x_{n} - z_{n}|} + \sup{|z_{n} - y_{n}|}$?","2016"
"Distributional derivative coincides with classical derivative?","2011"
"On the proof of if $a_n \rightarrow l$ then $\ln(a_n) \rightarrow \ln l$.","2015"
"Can we divided the irrationals into a countable disjoint union of subsets, none of which has a rational limit point?","2013"
"Is this property true?","2013"
"If $M(r)$ for $a \leq r \leq b$ by $M(r)=\max\{\frac {r}{a}-1,1-\frac {r}{b}\}$.Then $\min \{M(r):a \leq r \leq b\}=$?","2013"
"$\delta$ proof of a limit at a point","2013"
"Real Analysis: Taylor Polynomial","2013"
"Unique decimal representation using only 0s and 1s (base 10)","2012"
"$ ∑_{x∈X}|f(x)|<∞ \quad ⇔ \quad ∑_{i=1}^∞|f(x_i)|<∞ $","2014"
"Theorem 6.9 about Riemann integral in PMA Rudin","2015"
"find the condition that minimum of metrics is a metric","2015"
"Proving $\lim_{x\to 0}f(x)=\infty$.","2015"
"(I think) A mistake in the Hölder Inequality proof In Royden's real analysis(3ed).","2013"
"To show if $a_{n}\downarrow 0$;  $\sum_{n=1}^{\infty}\frac{a_{n}}{n}<+\infty \Leftrightarrow \sum_{n=1}^{\infty}\Delta a_{n}\log n<+\infty$.","2012"
"Show there is a subsequence whose terms are larger than L $+ \epsilon$","2015"
"On the nature of infinite sequences of digits?","2016"
"Convergence of Ceasaro Mean Implies convergence of the original sequence","2015"
"Archimedean Proof?","2013"
"A general expression for the $n$th derivative","2013"
"If $E\subset[0,1]$, $|E|=0$ and $f(x)=x^3$, show $|f(E)|=0$, where $|E|$ denotes Lebesgue measure of $E$","2015"
"Is there an example of bounded non-measurable function?","2015"
"Why does $\lim_{n\to \infty}\sqrt{n}(1-x^2)^n=0$ if $0<|x|\leq 1$?","2013"
"Show that $\lim_{r \rightarrow 1} \sum_{n=1}^{\infty} r^{2^n}= \infty$","2014"
"How do I show the following set is closed in $R^n$?","2016"
"$M_1,M_2$ not homeomorphic but $G(M_1),G(M_2)$ isomorphic.","2013"
"Is $M=\{\frac{1}{k}|k \in \mathbb{N}\}$ closed?","2014"
"Help with modified Takagi functions","2014"
"Does metric on a vector space form a topologycal vector space?","2014"
"Proving a partition is in a union of open intervals","2015"
"Infinite Union of Sets with Content Zero","2015"
"Showing that the space $C[0,1]$ with the $L_1$ norm is incomplete","2012"
"Limit exercise from Rudin","2012"
"Folland 2.36 portion of proof","2015"
"Open and closed sets of real numbers","2011"
"Let $a_n=\frac {1}{3^n}$ if $n$ is prime and $a_n=\frac {1}{4^n}$ if $n$ is not prime.","2013"
"solution of a Cauchy problem","2016"
"Examples of smooth functions with compact support","2011"
"Uniform continuity of sums and quotients","2015"
"Prove that $f(x) = x$ has a unique solution in $[a,b]$","2015"
"Let $f : \mathbb{R} \rightarrow \mathbb{R}$, differentiable. Suppose that $f'(x) ≥ 1$, for all $x > 0$. Show that $f'(0) ≥ 1$","2016"
"Use L'Hopital's rule to show that $\lim_{x \rightarrow+\infty} \frac{f(x)}{g(x)}= \ell$","2016"
"Restriction of vector field tangent to sphere","2013"
"$q$ be a real polynomial of real variable $x$ of the form $q(x)=x^n+a_{n-1}x^{n-1}+....+a_1x-1 .\,\,$","2013"
"Difficult partition question Real analysis","2016"
"Can we conclude $\overline{\bigcup_{n=1}^\infty (a_n,b_n)} \subset \bigcup_{n=1}^\infty (a_n-\frac{\epsilon}{2^{n+1}},b_n+\frac{\epsilon}{2^{n+1}})$","2014"
"Problem 1.b, Section 3.2, Introduction to Real Analysis, Bartle","2014"
"$P$ is collection of all finite open intervals, and define $m$ on $P$: $m((a,b)) = b-a$. About extending $m$ to a measure on $\mathscr{R}(P)$","2014"
"Does the set of functions $\{\sin(2\pi x n\}_1^{\infty} \in BC([0,1],\Bbb R)$ separate points?","2014"
"In which interval there is a solution by Bolzano theorem?","2012"
"Differentiability at x=0 for a bounded function","2016"
"Is it possible to make R^n a field for n>2","2016"
"Inverse/Implicit Function Theorem Reasons?","2011"
"The point where the tangent of the ""slope"" function equal zero","2011"
"Open set as a countable union of open bounded intervals","2013"
"If $f:[0,1]\rightarrow[0,1]$ is $C^1$, must $f$ be absolutely continuous?","2013"
"Proof of differentiability implies continuity in higher dimenstion.","2014"
"Prove if $X$ is a compact metric space, then $X$ is separable.","2014"
"Landau symbol and taylor series","2016"
"Equicontinuity of $J(C[0,1])$ for an Integral operator $J$","2012"
"Jump Continuity","2011"
"Pointwise convergence of a sequence of real polynomials implies uniform convergence","2014"
"Closed form for the inverse of $f(x) = x \log x$ over $[1, \infty]$?","2014"
"Showing that $||f||_1 \leq 3^{-1/2}||f'||_p$","2014"
"Show $x+\epsilon g(x)$ is 1-1 if $g'$ is bounded and $\epsilon$ is small enough.","2012"
"Can the product of a sequence of numbers between 0 and 1 converge to positive?","2013"
"Uniform convergence of a sequence of functions on $\mathbb{R}$","2013"
"Help with the middle-quarter Cantor set--show that it has measure zero","2013"
"Greatest lower bound of $\{x+k\mid x\in A\}$","2013"
"Prove $\inf (A + B) = \inf A + \inf B$","2013"
"Showing that the power series has the explicit formula","2015"
"Showing that the limit of $\sin (n) $ as $n $ approaches infinity doesn't exist","2015"
"$f\in L^2([0,1])$ and $\int_0^1 t^n f(t)\,dt = (n+2)^{-1}$ for all $n=0,1,2,\ldots$. Is $f(t)=t$ a.e.?","2016"
"Differentiability and continuity of a piecewise function.","2014"
"How to prove set membership after addition operation?","2016"
"Given some ultrametric space $X$, is its completed metric $\hat{X}$ necessarily an ultrametric?","2013"
"$C^k$ map when fixing one variable","2013"
"Proof of Cauchy's Criterion","2013"
"Proof review: cauchy sequences","2014"
"Limits in $C[0,1]$","2013"
"Prove that if $S=\mathbb{N}$ and $\sum_{s\in S} f(s)=a$ then $\sum_{n=1}^\infty f(n) =a$","2016"
"Show that f is Riemann integrable","2016"
"diffeomorphism between $F^{-1}(0,1)$ and $S^2$ sphere","2013"
"Real Analysis Uniform Continuity Question help","2014"
"Is the function derivable in $x_0 = 1$?","2014"
"Fubini's theorem problem","2011"
"Proving upper bounds?","2013"
"Showing convergence using $\epsilon$-$N$ definition?","2013"
"Proving that an open interval is an open set","2013"
"Continuous Extension Theorem in real analysis","2011"
"Proving continuous image of compact sets are compact","2011"
